TIME, UX_2, FY_5, FY_6, FX_4,,,,
0.305825,3.56E-03,-2590.93775,-2478.90347,-152828.431,3.56,-5069.84122,,
0.306825,3.57E-03,-2599.4,-2487.01881,-153328.156,3.57,-5086.41881,,
0.307825,3.58E-03,-2607.86223,-2495.13416,-153827.881,3.58,-5102.99639,,
0.308825,3.60E-03,-2616.32445,-2503.24953,-154327.606,3.60,-5119.57398,,
0.309825,3.61E-03,-2624.78666,-2511.36492,-154827.331,3.61,-5136.15158,,
0.310825,3.62E-03,-2633.24885,-2519.48031,-155327.057,3.62,-5152.72916,,
0.311825,3.63E-03,-2641.71103,-2527.59572,-155826.782,3.63,-5169.30675,,
0.312825,3.64E-03,-2650.1732,-2535.71114,-156326.507,3.64,-5185.88434,,
0.313825,3.66E-03,-2658.63535,-2543.82658,-156826.232,3.66,-5202.46193,,
0.314825,3.67E-03,-2667.09749,-2551.94202,-157325.957,3.67,-5219.03951,,
0.315825,3.68E-03,-2675.55962,-2560.05749,-157825.682,3.68,-5235.61711,,
0.316825,3.69E-03,-2684.02174,-2568.17296,-158325.407,3.69,-5252.1947,,
0.317825,3.70E-03,-2692.48384,-2576.28845,-158825.132,3.70,-5268.77229,,
0.318825,3.72E-03,-2700.94593,-2584.40394,-159324.857,3.72,-5285.34987,,
0.319825,3.73E-03,-2709.40801,-2592.51946,-159824.583,3.73,-5301.92747,,
0.320825,3.74E-03,-2717.87007,-2600.63498,-160324.308,3.74,-5318.50505,,
0.321825,3.75E-03,-2726.33212,-2608.75052,-160824.033,3.75,-5335.08264,,
0.322825,3.76E-03,-2734.79416,-2616.86607,-161323.758,3.76,-5351.66023,,
0.323825,3.78E-03,-2743.25619,-2624.98163,-161823.483,3.78,-5368.23782,,
0.324825,3.79E-03,-2751.71821,-2633.0972,-162323.208,3.79,-5384.81541,,
0.325825,3.80E-03,-2760.18021,-2641.21279,-162822.933,3.80,-5401.393,,
0.326825,3.81E-03,-2768.6422,-2649.32839,-163322.658,3.81,-5417.97059,,
0.327825,3.82E-03,-2777.10418,-2657.444,-163822.383,3.82,-5434.54818,,
0.328825,3.84E-03,-2785.56614,-2665.55962,-164322.108,3.84,-5451.12576,,
0.329825,3.85E-03,-2794.0281,-2673.67526,-164821.834,3.85,-5467.70336,,
0.330825,3.86E-03,-2802.49004,-2681.79091,-165321.559,3.86,-5484.28095,,
0.331825,3.87E-03,-2810.95197,-2689.90656,-165821.284,3.87,-5500.85853,,
0.332825,3.88E-03,-2819.41389,-2698.02224,-166321.009,3.88,-5517.43613,,
0.333825,3.90E-03,-2827.87579,-2706.13792,-166820.734,3.90,-5534.01371,,
0.334825,3.91E-03,-2836.33769,-2714.25361,-167320.459,3.91,-5550.5913,,
0.335825,3.92E-03,-2844.79957,-2722.36932,-167820.184,3.92,-5567.16889,,
0.336825,3.93E-03,-2853.26144,-2730.48504,-168319.909,3.93,-5583.74648,,
0.337825,3.94E-03,-2861.7233,-2738.60077,-168819.634,3.94,-5600.32407,,
0.338825,3.96E-03,-2870.18515,-2746.71651,-169319.36,3.96,-5616.90166,,
0.339825,3.97E-03,-2878.64699,-2754.83226,-169819.085,3.97,-5633.47925,,
0.340825,3.98E-03,-2887.10881,-2762.94802,-170318.81,3.98,-5650.05683,,
0.341825,3.99E-03,-2895.57063,-2771.0638,-170818.535,3.99,-5666.63443,,
0.342825,4.00E-03,-2904.03243,-2779.17959,-171318.26,4.00,-5683.21202,,
0.343825,4.02E-03,-2912.49422,-2787.29538,-171817.985,4.02,-5699.7896,,
0.344825,4.03E-03,-2920.956,-2795.41119,-172317.71,4.03,-5716.36719,,
0.345825,4.04E-03,-2929.41777,-2803.52701,-172817.435,4.04,-5732.94478,,
0.346825,4.05E-03,-2937.87953,-2811.64285,-173317.16,4.05,-5749.52238,,
0.347825,4.06E-03,-2946.34127,-2819.75869,-173816.886,4.06,-5766.09996,,
0.348825,4.08E-03,-2954.80301,-2827.87454,-174316.611,4.08,-5782.67755,,
0.349825,4.09E-03,-2963.26473,-2835.99041,-174816.336,4.09,-5799.25514,,
0.350825,4.10E-03,-2971.72645,-2844.10628,-175316.061,4.10,-5815.83273,,
0.351825,4.11E-03,-2980.18815,-2852.22217,-175815.786,4.11,-5832.41032,,
0.352825,4.12E-03,-2988.64984,-2860.33807,-176315.511,4.12,-5848.98791,,
0.353825,4.14E-03,-2997.11152,-2868.45398,-176815.236,4.14,-5865.5655,,
0.354825,4.15E-03,-3005.57319,-2876.56989,-177314.961,4.15,-5882.14308,,
0.355825,4.16E-03,-3014.03485,-2884.68582,-177814.686,4.16,-5898.72067,,
0.356825,4.17E-03,-3022.4965,-2892.80176,-178314.412,4.17,-5915.29826,,
0.357825,4.18E-03,-3030.95814,-2900.91772,-178814.137,4.18,-5931.87586,,
0.358825,4.20E-03,-3039.41977,-2909.03368,-179313.862,4.20,-5948.45345,,
0.359825,4.21E-03,-3047.88138,-2917.14965,-179813.587,4.21,-5965.03103,,
0.360825,4.22E-03,-3056.34299,-2925.26563,-180313.312,4.22,-5981.60862,,
0.361825,4.23E-03,-3064.80459,-2933.38162,-180813.037,4.23,-5998.18621,,
0.362825,4.24E-03,-3073.26617,-2941.49763,-181312.762,4.24,-6014.7638,,
0.363825,4.26E-03,-3081.72775,-2949.61364,-181812.487,4.26,-6031.34139,,
0.364825,4.27E-03,-3090.18931,-2957.72966,-182312.212,4.27,-6047.91897,,
0.365825,4.28E-03,-3098.65087,-2965.8457,-182811.937,4.28,-6064.49657,,
0.366825,4.29E-03,-3107.11241,-2973.96174,-183311.663,4.29,-6081.07415,,
0.367825,4.30E-03,-3115.57395,-2982.0778,-183811.388,4.30,-6097.65175,,
0.368825,4.32E-03,-3124.03547,-2990.19386,-184311.113,4.32,-6114.22933,,
0.369825,4.33E-03,-3132.49699,-2998.30994,-184810.838,4.33,-6130.80693,,
0.370825,4.34E-03,-3140.95849,-3006.42602,-185310.563,4.34,-6147.38451,,
0.371825,4.35E-03,-3149.41998,-3014.54212,-185810.288,4.35,-6163.9621,,
0.372825,4.36E-03,-3157.88147,-3022.65822,-186310.013,4.36,-6180.53969,,
0.373825,4.38E-03,-3166.34294,-3030.77434,-186809.738,4.38,-6197.11728,,
0.374825,4.39E-03,-3174.80441,-3038.89046,-187309.463,4.39,-6213.69487,,
0.375825,4.40E-03,-3183.26586,-3047.00659,-187809.189,4.40,-6230.27245,,
0.376825,4.41E-03,-3191.72731,-3055.12274,-188308.914,4.41,-6246.85005,,
0.377825,4.42E-03,-3200.18874,-3063.23889,-188808.639,4.42,-6263.42763,,
0.378825,4.44E-03,-3208.65017,-3071.35506,-189308.364,4.44,-6280.00523,,
0.379825,4.45E-03,-3217.11159,-3079.47123,-189808.089,4.45,-6296.58282,,
0.380825,4.46E-03,-3225.57299,-3087.58741,-190307.814,4.46,-6313.1604,,
0.381825,4.47E-03,-3234.03439,-3095.7036,-190807.539,4.47,-6329.73799,,
0.382825,4.48E-03,-3242.49578,-3103.81981,-191307.264,4.48,-6346.31559,,
0.383825,4.50E-03,-3250.95715,-3111.93602,-191806.989,4.50,-6362.89317,,
0.384825,4.51E-03,-3259.41852,-3120.05224,-192306.715,4.51,-6379.47076,,
0.385825,4.52E-03,-3267.87988,-3128.16847,-192806.44,4.52,-6396.04835,,
0.386825,4.53E-03,-3276.34123,-3136.28471,-193306.165,4.53,-6412.62594,,
0.387825,4.54E-03,-3284.80257,-3144.40096,-193805.89,4.54,-6429.20353,,
0.388825,4.56E-03,-3293.2639,-3152.51722,-194305.615,4.56,-6445.78112,,
0.389825,4.57E-03,-3301.72522,-3160.63348,-194805.34,4.57,-6462.3587,,
0.390825,4.58E-03,-3310.18653,-3168.74976,-195305.065,4.58,-6478.93629,,
0.391825,4.59E-03,-3318.64784,-3176.86605,-195804.79,4.59,-6495.51389,,
0.392825,4.60E-03,-3327.10913,-3184.98234,-196304.515,4.60,-6512.09147,,
0.393825,4.62E-03,-3335.57042,-3193.09865,-196804.24,4.62,-6528.66907,,
0.394825,4.63E-03,-3344.03169,-3201.21496,-197303.966,4.63,-6545.24665,,
0.395825,4.64E-03,-3352.49296,-3209.33129,-197803.691,4.64,-6561.82425,,
0.396825,4.65E-03,-3360.95421,-3217.44762,-198303.416,4.65,-6578.40183,,
0.397825,4.66E-03,-3369.41546,-3225.56396,-198803.141,4.66,-6594.97942,,
0.398825,4.68E-03,-3377.8767,-3233.68031,-199302.866,4.68,-6611.55701,,
0.399825,4.69E-03,-3386.33793,-3241.79667,-199802.591,4.69,-6628.1346,,
0.400825,4.70E-03,-3394.79915,-3249.91303,-200302.316,4.70,-6644.71218,,
0.401825,4.71E-03,-3403.26037,-3258.02941,-200802.041,4.71,-6661.28978,,
0.402825,4.72E-03,-3411.72157,-3266.1458,-201301.766,4.72,-6677.86737,,
0.403825,4.74E-03,-3420.18277,-3274.26219,-201801.492,4.74,-6694.44496,,
0.404825,4.75E-03,-3428.64395,-3282.37859,-202301.217,4.75,-6711.02254,,
0.405825,4.76E-03,-3437.10513,-3290.49501,-202800.942,4.76,-6727.60014,,
0.406825,4.77E-03,-3445.5663,-3298.61143,-203300.667,4.77,-6744.17773,,
0.407825,4.78E-03,-3454.02746,-3306.72785,-203800.392,4.78,-6760.75531,,
0.408825,4.80E-03,-3462.48861,-3314.84429,-204300.117,4.80,-6777.3329,,
0.409825,4.81E-03,-3470.94975,-3322.96074,-204799.842,4.81,-6793.91049,,
0.410825,4.82E-03,-3479.41089,-3331.07719,-205299.567,4.82,-6810.48808,,
0.411825,4.83E-03,-3487.87201,-3339.19366,-205799.292,4.83,-6827.06567,,
0.412825,4.84E-03,-3496.33313,-3347.31013,-206299.018,4.84,-6843.64326,,
0.413825,4.86E-03,-3504.79424,-3355.42661,-206798.743,4.86,-6860.22085,,
0.414825,4.87E-03,-3513.25534,-3363.5431,-207298.468,4.87,-6876.79844,,
0.415825,4.88E-03,-3521.71643,-3371.6596,-207798.193,4.88,-6893.37603,,
0.416825,4.89E-03,-3530.17751,-3379.7761,-208297.918,4.89,-6909.95361,,
0.417825,4.90E-03,-3538.63859,-3387.89262,-208797.643,4.90,-6926.53121,,
0.418825,4.92E-03,-3547.09966,-3396.00914,-209297.368,4.92,-6943.1088,,
0.419825,4.93E-03,-3555.56071,-3404.12567,-209797.093,4.93,-6959.68638,,
0.420825,4.94E-03,-3564.02176,-3412.24221,-210296.818,4.94,-6976.26397,,
0.421825,4.95E-03,-3572.48281,-3420.35876,-210796.543,4.95,-6992.84157,,
0.422825,4.97E-03,-3580.94384,-3428.47531,-211296.269,4.97,-7009.41915,,
0.423825,4.98E-03,-3589.40486,-3436.59187,-211795.994,4.98,-7025.99673,,
0.424825,4.99E-03,-3597.86588,-3444.70845,-212295.719,4.99,-7042.57433,,
0.425825,5.00E-03,-3606.32689,-3452.82503,-212795.444,5.00,-7059.15192,,
0.426825,5.01E-03,-3614.78789,-3460.94161,-213295.169,5.01,-7075.7295,,
0.427825,5.03E-03,-3623.24889,-3469.05821,-213794.894,5.03,-7092.3071,,
0.428825,5.04E-03,-3631.70987,-3477.17482,-214294.619,5.04,-7108.88469,,
0.429825,5.05E-03,-3640.17085,-3485.29143,-214794.344,5.05,-7125.46228,,
0.430825,5.06E-03,-3648.63182,-3493.40805,-215294.069,5.06,-7142.03987,,
0.431825,5.07E-03,-3657.09278,-3501.52468,-215793.795,5.07,-7158.61746,,
0.432825,5.09E-03,-3665.55373,-3509.64131,-216293.52,5.09,-7175.19504,,
0.433825,5.10E-03,-3674.01468,-3517.75796,-216793.245,5.10,-7191.77264,,
0.434825,5.11E-03,-3682.47561,-3525.87461,-217292.97,5.11,-7208.35022,,
0.435825,5.12E-03,-3690.93654,-3533.99127,-217792.695,5.12,-7224.92781,,
0.436825,5.13E-03,-3699.39746,-3542.10793,-218292.42,5.13,-7241.50539,,
0.437825,5.15E-03,-3707.85838,-3550.22461,-218792.145,5.15,-7258.08299,,
0.438825,5.16E-03,-3716.31928,-3558.34129,-219291.87,5.16,-7274.66057,,
0.439825,5.17E-03,-3724.78018,-3566.45798,-219791.595,5.17,-7291.23816,,
0.440825,5.18E-03,-3733.24107,-3574.57468,-220291.321,5.18,-7307.81575,,
0.441825,5.19E-03,-3741.70196,-3582.69139,-220791.046,5.19,-7324.39335,,
0.442825,5.21E-03,-3750.16283,-3590.8081,-221290.771,5.21,-7340.97093,,
0.443825,5.22E-03,-3758.6237,-3598.92482,-221790.496,5.22,-7357.54852,,
0.444825,5.23E-03,-3767.08456,-3607.04155,-222290.221,5.23,-7374.12611,,
0.445825,5.24E-03,-3775.54541,-3615.15829,-222789.946,5.24,-7390.7037,,
0.446825,5.25E-03,-3784.00626,-3623.27503,-223289.671,5.25,-7407.28129,,
0.447825,5.27E-03,-3792.46709,-3631.39179,-223789.396,5.27,-7423.85888,,
0.448825,5.28E-03,-3800.92792,-3639.50855,-224289.121,5.28,-7440.43647,,
0.449825,5.29E-03,-3809.38875,-3647.62531,-224788.847,5.29,-7457.01406,,
0.450825,5.30E-03,-3817.84956,-3655.74209,-225288.572,5.30,-7473.59165,,
0.451825,5.31E-03,-3826.31037,-3663.85887,-225788.297,5.31,-7490.16924,,
0.452825,5.33E-03,-3834.77117,-3671.97566,-226288.022,5.33,-7506.74683,,
0.453825,5.34E-03,-3843.23196,-3680.09245,-226787.747,5.34,-7523.32441,,
0.454825,5.35E-03,-3851.69275,-3688.20926,-227287.472,5.35,-7539.90201,,
0.455825,5.36E-03,-3860.15352,-3696.32607,-227787.197,5.36,-7556.47959,,
0.456825,5.37E-03,-3868.61429,-3704.44289,-228286.922,5.37,-7573.05718,,
0.457825,5.39E-03,-3877.07506,-3712.55971,-228786.647,5.39,-7589.63477,,
0.458825,5.40E-03,-3885.53581,-3720.67655,-229286.372,5.40,-7606.21236,,
0.459825,5.41E-03,-3893.99656,-3728.79339,-229786.098,5.41,-7622.78995,,
0.460825,5.42E-03,-3902.4573,-3736.91024,-230285.823,5.42,-7639.36754,,
0.461825,5.44E-03,-3910.91804,-3745.02709,-230785.548,5.44,-7655.94513,,
0.462825,5.45E-03,-3919.37877,-3753.14395,-231285.273,5.45,-7672.52272,,
0.463825,5.46E-03,-3927.83949,-3761.26082,-231784.998,5.46,-7689.10031,,
0.464825,5.47E-03,-3936.3002,-3769.3777,-232284.723,5.47,-7705.6779,,
0.465825,5.48E-03,-3944.7609,-3777.49458,-232784.448,5.48,-7722.25548,,
0.466825,5.50E-03,-3953.2216,-3785.61147,-233284.173,5.50,-7738.83307,,
0.467825,5.51E-03,-3961.68229,-3793.72837,-233783.898,5.51,-7755.41066,,
0.468825,5.52E-03,-3970.14298,-3801.84527,-234283.624,5.52,-7771.98825,,
0.469825,5.53E-03,-3978.60366,-3809.96219,-234783.349,5.53,-7788.56585,,
0.470825,5.54E-03,-3987.06433,-3818.0791,-235283.074,5.54,-7805.14343,,
0.471825,5.56E-03,-3995.52499,-3826.19603,-235782.799,5.56,-7821.72102,,
0.472825,5.57E-03,-4003.98565,-3834.31296,-236282.524,5.57,-7838.29861,,
0.473825,5.58E-03,-4012.4463,-3842.4299,-236782.249,5.58,-7854.8762,,
0.474825,5.59E-03,-4020.90694,-3850.54685,-237281.974,5.59,-7871.45379,,
0.475825,5.60E-03,-4029.36758,-3858.6638,-237781.699,5.60,-7888.03138,,
0.476825,5.62E-03,-4037.82821,-3866.78076,-238281.424,5.62,-7904.60897,,
0.477825,5.63E-03,-4046.28883,-3874.89773,-238781.15,5.63,-7921.18656,,
0.478825,5.64E-03,-4054.74944,-3883.0147,-239280.875,5.64,-7937.76414,,
0.479825,5.65E-03,-4063.21005,-3891.13168,-239780.6,5.65,-7954.34173,,
0.480825,5.66E-03,-4071.67065,-3899.24867,-240280.325,5.66,-7970.91932,,
0.481825,5.68E-03,-4080.13125,-3907.36566,-240780.05,5.68,-7987.49691,,
0.482825,5.69E-03,-4088.59184,-3915.48267,-241279.775,5.69,-8004.07451,,
0.483825,5.70E-03,-4097.05242,-3923.59967,-241779.5,5.70,-8020.65209,,
0.484825,5.71E-03,-4105.51299,-3931.71669,-242279.225,5.71,-8037.22968,,
0.485825,5.72E-03,-4113.97356,-3939.83371,-242778.95,5.72,-8053.80727,,
0.486825,5.74E-03,-4122.43412,-3947.95074,-243278.675,5.74,-8070.38486,,
0.487825,5.75E-03,-4130.89468,-3956.06777,-243778.401,5.75,-8086.96245,,
0.488825,5.76E-03,-4139.35523,-3964.18481,-244278.126,5.76,-8103.54004,,
0.489825,5.77E-03,-4147.81577,-3972.30186,-244777.851,5.77,-8120.11763,,
0.490825,5.79E-03,-4156.2763,-3980.41891,-245277.576,5.79,-8136.69521,,
0.491825,5.80E-03,-4164.73683,-3988.53597,-245777.301,5.80,-8153.2728,,
