TIME, UX_5, FX_2, FY_3, FY_4,,,,,
0.298825,3.47E-03,-149325.975,-2598.30063,-2485.81089,3.47,-5084.11152,,,
0.299825,3.48E-03,-149825.686,-2606.98559,-2494.13961,3.48,-5101.1252,,,
0.300825,3.50E-03,-150325.396,-2615.67053,-2502.46834,3.50,-5118.13887,,,
0.301825,3.51E-03,-150825.107,-2624.35545,-2510.79709,3.51,-5135.15254,,,
0.302825,3.52E-03,-151324.817,-2633.04036,-2519.12586,3.52,-5152.16622,,,
0.303825,3.53E-03,-151824.528,-2641.72526,-2527.45464,3.53,-5169.1799,,,
0.304825,3.54E-03,-152324.238,-2650.41014,-2535.78343,3.54,-5186.19357,,,
0.305825,3.56E-03,-152823.949,-2659.09501,-2544.11223,3.56,-5203.20724,,,
0.306825,3.57E-03,-153323.659,-2667.77987,-2552.44105,3.57,-5220.22092,,,
0.307825,3.58E-03,-153823.369,-2676.46471,-2560.76989,3.58,-5237.2346,,,
0.308825,3.59E-03,-154323.08,-2685.14954,-2569.09874,3.59,-5254.24828,,,
0.309825,3.60E-03,-154822.79,-2693.83435,-2577.4276,3.60,-5271.26195,,,
0.310825,3.62E-03,-155322.501,-2702.51915,-2585.75647,3.62,-5288.27562,,,
0.311825,3.63E-03,-155822.211,-2711.20394,-2594.08536,3.63,-5305.2893,,,
0.312825,3.64E-03,-156321.922,-2719.88871,-2602.41426,3.64,-5322.30297,,,
0.313825,3.65E-03,-156821.632,-2728.57347,-2610.74318,3.65,-5339.31665,,,
0.314825,3.66E-03,-157321.343,-2737.25822,-2619.07211,3.66,-5356.33033,,,
0.315825,3.67E-03,-157821.053,-2745.94295,-2627.40105,3.67,-5373.344,,,
0.316825,3.69E-03,-158320.764,-2754.62767,-2635.73,3.69,-5390.35767,,,
0.317825,3.70E-03,-158820.474,-2763.31238,-2644.05897,3.70,-5407.37135,,,
0.318825,3.71E-03,-159320.184,-2771.99707,-2652.38795,3.71,-5424.38502,,,
0.319825,3.72E-03,-159819.895,-2780.68175,-2660.71695,3.72,-5441.3987,,,
0.320825,3.73E-03,-160319.605,-2789.36642,-2669.04595,3.73,-5458.41237,,,
0.321825,3.75E-03,-160819.316,-2798.05108,-2677.37497,3.75,-5475.42605,,,
0.322825,3.76E-03,-161319.026,-2806.73572,-2685.70401,3.76,-5492.43973,,,
0.323825,3.77E-03,-161818.737,-2815.42035,-2694.03305,3.77,-5509.4534,,,
0.324825,3.78E-03,-162318.447,-2824.10497,-2702.36211,3.78,-5526.46708,,,
0.325825,3.79E-03,-162818.158,-2832.78957,-2710.69118,3.79,-5543.48075,,,
0.326825,3.81E-03,-163317.868,-2841.47416,-2719.02026,3.81,-5560.49442,,,
0.327825,3.82E-03,-163817.578,-2850.15874,-2727.34936,3.82,-5577.5081,,,
0.328825,3.83E-03,-164317.289,-2858.84331,-2735.67847,3.83,-5594.52178,,,
0.329825,3.84E-03,-164816.999,-2867.52786,-2744.00759,3.84,-5611.53545,,,
0.330825,3.85E-03,-165316.71,-2876.21241,-2752.33672,3.85,-5628.54913,,,
0.331825,3.87E-03,-165816.42,-2884.89694,-2760.66587,3.87,-5645.56281,,,
0.332825,3.88E-03,-166316.131,-2893.58145,-2768.99502,3.88,-5662.57647,,,
0.333825,3.89E-03,-166815.841,-2902.26596,-2777.32419,3.89,-5679.59015,,,
0.334825,3.90E-03,-167315.552,-2910.95045,-2785.65338,3.90,-5696.60383,,,
0.335825,3.91E-03,-167815.262,-2919.63494,-2793.98257,3.91,-5713.61751,,,
0.336825,3.93E-03,-168314.973,-2928.3194,-2802.31178,3.93,-5730.63118,,,
0.337825,3.94E-03,-168814.683,-2937.00386,-2810.64099,3.94,-5747.64485,,,
0.338825,3.95E-03,-169314.393,-2945.68831,-2818.97022,3.95,-5764.65853,,,
0.339825,3.96E-03,-169814.104,-2954.37274,-2827.29946,3.96,-5781.6722,,,
0.340825,3.97E-03,-170313.814,-2963.05716,-2835.62872,3.97,-5798.68588,,,
0.341825,3.99E-03,-170813.525,-2971.74158,-2843.95798,3.99,-5815.69956,,,
0.342825,4.00E-03,-171313.235,-2980.42597,-2852.28726,4.00,-5832.71323,,,
0.343825,4.01E-03,-171812.946,-2989.11036,-2860.61655,4.01,-5849.72691,,,
0.344825,4.02E-03,-172312.656,-2997.79474,-2868.94585,4.02,-5866.74059,,,
0.345825,4.03E-03,-172812.367,-3006.4791,-2877.27516,4.03,-5883.75426,,,
0.346825,4.05E-03,-173312.077,-3015.16345,-2885.60448,4.05,-5900.76793,,,
0.347825,4.06E-03,-173811.787,-3023.8478,-2893.93381,4.06,-5917.78161,,,
0.348825,4.07E-03,-174311.498,-3032.53213,-2902.26316,4.07,-5934.79529,,,
0.349825,4.08E-03,-174811.208,-3041.21645,-2910.59251,4.08,-5951.80896,,,
0.350825,4.09E-03,-175310.919,-3049.90075,-2918.92188,4.09,-5968.82263,,,
0.351825,4.11E-03,-175810.629,-3058.58505,-2927.25126,4.11,-5985.83631,,,
0.352825,4.12E-03,-176310.34,-3067.26933,-2935.58065,4.12,-6002.84998,,,
0.353825,4.13E-03,-176810.05,-3075.95361,-2943.91005,4.13,-6019.86366,,,
0.354825,4.14E-03,-177309.761,-3084.63787,-2952.23946,4.14,-6036.87733,,,
0.355825,4.15E-03,-177809.471,-3093.32212,-2960.56889,4.15,-6053.89101,,,
0.356825,4.17E-03,-178309.182,-3102.00637,-2968.89832,4.17,-6070.90469,,,
0.357825,4.18E-03,-178808.892,-3110.6906,-2977.22776,4.18,-6087.91836,,,
0.358825,4.19E-03,-179308.602,-3119.37482,-2985.55722,4.19,-6104.93204,,,
0.359825,4.20E-03,-179808.313,-3128.05903,-2993.88669,4.20,-6121.94572,,,
0.360825,4.21E-03,-180308.023,-3136.74322,-3002.21616,4.21,-6138.95938,,,
0.361825,4.23E-03,-180807.734,-3145.42741,-3010.54565,4.23,-6155.97306,,,
0.362825,4.24E-03,-181307.444,-3154.11159,-3018.87515,4.24,-6172.98674,,,
0.363825,4.25E-03,-181807.155,-3162.79575,-3027.20466,4.25,-6190.00041,,,
0.364825,4.26E-03,-182306.865,-3171.47991,-3035.53418,4.26,-6207.01409,,,
0.365825,4.27E-03,-182806.576,-3180.16405,-3043.86371,4.27,-6224.02776,,,
0.366825,4.29E-03,-183306.286,-3188.84819,-3052.19325,4.29,-6241.04144,,,
0.367825,4.30E-03,-183805.996,-3197.53231,-3060.5228,4.30,-6258.05511,,,
0.368825,4.31E-03,-184305.707,-3206.21643,-3068.85236,4.31,-6275.06879,,,
0.369825,4.32E-03,-184805.417,-3214.90053,-3077.18193,4.32,-6292.08246,,,
0.370825,4.33E-03,-185305.128,-3223.58462,-3085.51152,4.33,-6309.09614,,,
0.371825,4.35E-03,-185804.838,-3232.26871,-3093.84111,4.35,-6326.10982,,,
0.372825,4.36E-03,-186304.549,-3240.95278,-3102.17071,4.36,-6343.12349,,,
0.373825,4.37E-03,-186804.259,-3249.63684,-3110.50032,4.37,-6360.13716,,,
0.374825,4.38E-03,-187303.97,-3258.32089,-3118.82995,4.38,-6377.15084,,,
0.375825,4.39E-03,-187803.68,-3267.00494,-3127.15958,4.39,-6394.16452,,,
0.376825,4.41E-03,-188303.391,-3275.68897,-3135.48922,4.41,-6411.17819,,,
0.377825,4.42E-03,-188803.101,-3284.37299,-3143.81888,4.42,-6428.19187,,,
0.378825,4.43E-03,-189302.811,-3293.057,-3152.14854,4.43,-6445.20554,,,
0.379825,4.44E-03,-189802.522,-3301.74101,-3160.47821,4.44,-6462.21922,,,
0.380825,4.45E-03,-190302.232,-3310.425,-3168.8079,4.45,-6479.2329,,,
0.381825,4.47E-03,-190801.943,-3319.10898,-3177.13759,4.47,-6496.24657,,,
0.382825,4.48E-03,-191301.653,-3327.79295,-3185.46729,4.48,-6513.26024,,,
0.383825,4.49E-03,-191801.364,-3336.47692,-3193.797,4.49,-6530.27392,,,
0.384825,4.50E-03,-192301.074,-3345.16087,-3202.12672,4.50,-6547.28759,,,
0.385825,4.51E-03,-192800.785,-3353.84481,-3210.45646,4.51,-6564.30127,,,
0.386825,4.53E-03,-193300.495,-3362.52875,-3218.7862,4.53,-6581.31495,,,
0.387825,4.54E-03,-193800.205,-3371.21267,-3227.11595,4.54,-6598.32862,,,
0.388825,4.55E-03,-194299.916,-3379.89659,-3235.44571,4.55,-6615.3423,,,
0.389825,4.56E-03,-194799.626,-3388.58049,-3243.77548,4.56,-6632.35597,,,
0.390825,4.57E-03,-195299.337,-3397.26439,-3252.10526,4.57,-6649.36965,,,
0.391825,4.59E-03,-195799.047,-3405.94827,-3260.43505,4.59,-6666.38332,,,
0.392825,4.60E-03,-196298.758,-3414.63215,-3268.76485,4.60,-6683.397,,,
0.393825,4.61E-03,-196798.468,-3423.31602,-3277.09465,4.61,-6700.41067,,,
0.394825,4.62E-03,-197298.179,-3431.99988,-3285.42447,4.62,-6717.42435,,,
0.395825,4.63E-03,-197797.889,-3440.68372,-3293.7543,4.63,-6734.43802,,,
0.396825,4.65E-03,-198297.6,-3449.36756,-3302.08413,4.65,-6751.45169,,,
0.397825,4.66E-03,-198797.31,-3458.05139,-3310.41398,4.66,-6768.46537,,,
0.398825,4.67E-03,-199297.02,-3466.73522,-3318.74383,4.67,-6785.47905,,,
0.399825,4.68E-03,-199796.731,-3475.41903,-3327.0737,4.68,-6802.49273,,,
0.400825,4.69E-03,-200296.441,-3484.10283,-3335.40357,4.69,-6819.5064,,,
0.401825,4.71E-03,-200796.152,-3492.78662,-3343.73345,4.71,-6836.52007,,,
0.402825,4.72E-03,-201295.862,-3501.47041,-3352.06334,4.72,-6853.53375,,,
0.403825,4.73E-03,-201795.573,-3510.15418,-3360.39324,4.73,-6870.54742,,,
0.404825,4.74E-03,-202295.283,-3518.83795,-3368.72315,4.74,-6887.5611,,,
0.405825,4.75E-03,-202794.994,-3527.52171,-3377.05307,4.75,-6904.57478,,,
0.406825,4.77E-03,-203294.704,-3536.20546,-3385.38299,4.77,-6921.58845,,,
0.407825,4.78E-03,-203794.415,-3544.8892,-3393.71293,4.78,-6938.60213,,,
0.408825,4.79E-03,-204294.125,-3553.57293,-3402.04287,4.79,-6955.6158,,,
0.409825,4.80E-03,-204793.835,-3562.25665,-3410.37283,4.80,-6972.62948,,,
0.410825,4.82E-03,-205293.546,-3570.94036,-3418.70279,4.82,-6989.64315,,,
0.411825,4.83E-03,-205793.256,-3579.62407,-3427.03276,4.83,-7006.65683,,,
0.412825,4.84E-03,-206292.967,-3588.30776,-3435.36274,4.84,-7023.6705,,,
0.413825,4.85E-03,-206792.677,-3596.99145,-3443.69273,4.85,-7040.68418,,,
0.414825,4.86E-03,-207292.388,-3605.67513,-3452.02272,4.86,-7057.69785,,,
0.415825,4.88E-03,-207792.098,-3614.3588,-3460.35273,4.88,-7074.71153,,,
0.416825,4.89E-03,-208291.809,-3623.04246,-3468.68274,4.89,-7091.7252,,,
0.417825,4.90E-03,-208791.519,-3631.72611,-3477.01277,4.90,-7108.73888,,,
0.418825,4.91E-03,-209291.229,-3640.40976,-3485.3428,4.91,-7125.75256,,,
0.419825,4.92E-03,-209790.94,-3649.09339,-3493.67284,4.92,-7142.76623,,,
0.420825,4.94E-03,-210290.65,-3657.77702,-3502.00289,4.94,-7159.77991,,,
0.421825,4.95E-03,-210790.361,-3666.46064,-3510.33294,4.95,-7176.79358,,,
0.422825,4.96E-03,-211290.071,-3675.14425,-3518.66301,4.96,-7193.80726,,,
0.423825,4.97E-03,-211789.782,-3683.82785,-3526.99308,4.97,-7210.82093,,,
0.424825,4.98E-03,-212289.492,-3692.51144,-3535.32317,4.98,-7227.83461,,,
0.425825,5.00E-03,-212789.203,-3701.19503,-3543.65326,5.00,-7244.84829,,,
0.426825,5.01E-03,-213288.913,-3709.8786,-3551.98335,5.01,-7261.86195,,,
0.427825,5.02E-03,-213788.624,-3718.56217,-3560.31346,5.02,-7278.87563,,,
0.428825,5.03E-03,-214288.334,-3727.24573,-3568.64358,5.03,-7295.88931,,,
0.429825,5.04E-03,-214788.044,-3735.92928,-3576.9737,5.04,-7312.90298,,,
0.430825,5.06E-03,-215287.755,-3744.61283,-3585.30383,5.06,-7329.91666,,,
0.431825,5.07E-03,-215787.465,-3753.29636,-3593.63397,5.07,-7346.93033,,,
0.432825,5.08E-03,-216287.176,-3761.97989,-3601.96412,5.08,-7363.94401,,,
0.433825,5.09E-03,-216786.886,-3770.66341,-3610.29428,5.09,-7380.95769,,,
0.434825,5.10E-03,-217286.597,-3779.34692,-3618.62444,5.10,-7397.97136,,,
0.435825,5.12E-03,-217786.307,-3788.03042,-3626.95461,5.12,-7414.98503,,,
0.436825,5.13E-03,-218286.018,-3796.71392,-3635.28479,5.13,-7431.99871,,,
0.437825,5.14E-03,-218785.728,-3805.3974,-3643.61498,5.14,-7449.01238,,,
0.438825,5.15E-03,-219285.438,-3814.08088,-3651.94518,5.15,-7466.02606,,,
0.439825,5.16E-03,-219785.149,-3822.76435,-3660.27538,5.16,-7483.03973,,,
0.440825,5.18E-03,-220284.859,-3831.44782,-3668.60559,5.18,-7500.05341,,,
0.441825,5.19E-03,-220784.57,-3840.13127,-3676.93581,5.19,-7517.06708,,,
0.442825,5.20E-03,-221284.28,-3848.81472,-3685.26604,5.20,-7534.08076,,,
0.443825,5.21E-03,-221783.991,-3857.49816,-3693.59628,5.21,-7551.09444,,,
0.444825,5.22E-03,-222283.701,-3866.18159,-3701.92652,5.22,-7568.10811,,,
0.445825,5.24E-03,-222783.412,-3874.86502,-3710.25677,5.24,-7585.12179,,,
0.446825,5.25E-03,-223283.122,-3883.54843,-3718.58703,5.25,-7602.13546,,,
0.447825,5.26E-03,-223782.833,-3892.23184,-3726.9173,5.26,-7619.14914,,,
0.448825,5.27E-03,-224282.543,-3900.91524,-3735.24757,5.27,-7636.16281,,,
0.449825,5.28E-03,-224782.253,-3909.59863,-3743.57785,5.28,-7653.17648,,,
0.450825,5.30E-03,-225281.964,-3918.28202,-3751.90814,5.30,-7670.19016,,,
0.451825,5.31E-03,-225781.674,-3926.9654,-3760.23844,5.31,-7687.20384,,,
0.452825,5.32E-03,-226281.385,-3935.64877,-3768.56875,5.32,-7704.21752,,,
0.453825,5.33E-03,-226781.095,-3944.33213,-3776.89906,5.33,-7721.23119,,,
0.454825,5.34E-03,-227280.806,-3953.01548,-3785.22938,5.34,-7738.24486,,,
0.455825,5.36E-03,-227780.516,-3961.69883,-3793.55971,5.36,-7755.25854,,,
0.456825,5.37E-03,-228280.227,-3970.38217,-3801.89004,5.37,-7772.27221,,,
0.457825,5.38E-03,-228779.937,-3979.0655,-3810.22039,5.38,-7789.28589,,,
0.458825,5.39E-03,-229279.647,-3987.74883,-3818.55074,5.39,-7806.29957,,,
0.459825,5.41E-03,-229779.358,-3996.43215,-3826.88109,5.41,-7823.31324,,,
0.460825,5.42E-03,-230279.068,-4005.11546,-3835.21146,5.42,-7840.32692,,,
0.461825,5.43E-03,-230778.779,-4013.79876,-3843.54183,5.43,-7857.34059,,,
0.462825,5.44E-03,-231278.489,-4022.48206,-3851.87221,5.44,-7874.35427,,,
0.463825,5.45E-03,-231778.2,-4031.16534,-3860.2026,5.45,-7891.36794,,,
0.464825,5.47E-03,-232277.91,-4039.84862,-3868.53299,5.47,-7908.38161,,,
0.465825,5.48E-03,-232777.621,-4048.5319,-3876.86339,5.48,-7925.39529,,,
0.466825,5.49E-03,-233277.331,-4057.21516,-3885.1938,5.49,-7942.40896,,,
0.467825,5.50E-03,-233777.042,-4065.89842,-3893.52422,5.50,-7959.42264,,,
0.468825,5.51E-03,-234276.752,-4074.58168,-3901.85464,5.51,-7976.43632,,,
0.469825,5.53E-03,-234776.462,-4083.26492,-3910.18507,5.53,-7993.44999,,,
0.470825,5.54E-03,-235276.173,-4091.94816,-3918.51551,5.54,-8010.46367,,,
