TIME, UX_2, FX_3, FY_4, FY_5,Displacement,Reaction,Looad,,,
0.18115,4.36E-02,-1722829.78,-28563.8752,-27414.5477,43.62,1722829.78,55978.42,,,
0.181816667,4.38E-02,-1729170.13,-28668.9619,-27515.4722,43.80,1729170.13,56184.43,,,
0.182483333,4.40E-02,-1735510.47,-28774.0486,-27616.3969,43.97,1735510.47,56390.45,,,
0.18315,4.41E-02,-1741850.81,-28879.1352,-27717.3215,44.14,1741850.81,56596.46,,,
0.183816667,4.43E-02,-1748191.16,-28984.2218,-27818.2463,44.31,1748191.16,56802.47,,,
0.184483333,4.45E-02,-1754531.5,-29089.3082,-27919.1711,44.48,1754531.50,57008.48,,,
0.18515,4.47E-02,-1760871.84,-29194.3946,-28020.096,44.66,1760871.84,57214.49,,,
0.185816667,4.48E-02,-1767212.18,-29299.481,-28121.021,44.83,1767212.18,57420.50,,,
0.186483333,4.50E-02,-1773552.53,-29404.5673,-28221.946,45.00,1773552.53,57626.51,,,
0.18715,4.52E-02,-1779892.87,-29509.6535,-28322.8711,45.17,1779892.87,57832.52,,,
0.187816667,4.53E-02,-1786233.21,-29614.7396,-28423.7963,45.35,1786233.21,58038.54,,,
0.188483333,4.55E-02,-1792573.56,-29719.8257,-28524.7215,45.52,1792573.56,58244.55,,,
0.18915,4.57E-02,-1798913.9,-29824.9117,-28625.6467,45.69,1798913.90,58450.56,,,
0.189816667,4.59E-02,-1805254.24,-29929.9977,-28726.5721,45.86,1805254.24,58656.57,,,
0.190483333,4.60E-02,-1811594.59,-30035.0836,-28827.4975,46.04,1811594.59,58862.58,,,
0.19115,4.62E-02,-1817934.93,-30140.1694,-28928.423,46.21,1817934.93,59068.59,,,
0.191816667,4.64E-02,-1824275.27,-30245.2552,-29029.3485,46.38,1824275.27,59274.60,,,
0.192483333,4.66E-02,-1830615.62,-30350.3409,-29130.2741,46.56,1830615.62,59480.62,,,
0.19315,4.67E-02,-1836955.96,-30455.4265,-29231.1998,46.73,1836955.96,59686.63,,,
0.193816667,4.69E-02,-1843296.3,-30560.5121,-29332.1255,46.90,1843296.30,59892.64,,,
0.194483333,4.71E-02,-1849636.64,-30665.5976,-29433.0512,47.08,1849636.64,60098.65,,,
0.19515,4.73E-02,-1855976.99,-30770.6831,-29533.9771,47.25,1855976.99,60304.66,,,
0.195816667,4.74E-02,-1862317.33,-30875.7685,-29634.903,47.42,1862317.33,60510.67,,,
0.196483333,4.76E-02,-1868657.67,-30980.8538,-29735.829,47.60,1868657.67,60716.68,,,
0.19715,4.78E-02,-1874998.02,-31085.9391,-29836.755,47.77,1874998.02,60922.69,,,
0.197816667,4.79E-02,-1881338.36,-31191.0243,-29937.6811,47.95,1881338.36,61128.71,,,
0.198483333,4.81E-02,-1887678.7,-31296.1095,-30038.6072,48.12,1887678.70,61334.72,,,
0.19915,4.83E-02,-1894019.05,-31401.1946,-30139.5334,48.29,1894019.05,61540.73,,,
0.199816667,4.85E-02,-1900359.39,-31506.2796,-30240.4597,48.47,1900359.39,61746.74,,,
0.200483333,4.86E-02,-1906699.73,-31611.3646,-30341.386,48.64,1906699.73,61952.75,,,
0.20115,4.88E-02,-1913040.07,-31716.4495,-30442.3124,48.82,1913040.07,62158.76,,,
0.201816667,4.90E-02,-1919380.42,-31821.5344,-30543.2388,48.99,1919380.42,62364.77,,,
0.202483333,4.92E-02,-1925720.76,-31926.6192,-30644.1653,49.17,1925720.76,62570.78,,,
0.20315,4.93E-02,-1932061.1,-32031.7039,-30745.0919,49.34,1932061.10,62776.80,,,
0.203816667,4.95E-02,-1938401.45,-32136.7886,-30846.0185,49.51,1938401.45,62982.81,,,
0.204483333,4.97E-02,-1944741.79,-32241.8733,-30946.9451,49.69,1944741.79,63188.82,,,
0.20515,4.99E-02,-1951082.13,-32346.9578,-31047.8719,49.86,1951082.13,63394.83,,,
0.205816667,5.00E-02,-1957422.48,-32452.0424,-31148.7987,50.04,1957422.48,63600.84,,,
0.206483333,5.02E-02,-1963762.82,-32557.1268,-31249.7255,50.21,1963762.82,63806.85,,,
0.20715,5.04E-02,-1970103.16,-32662.2112,-31350.6524,50.39,1970103.16,64012.86,,,
0.207816667,5.06E-02,-1976443.51,-32767.2956,-31451.5793,50.56,1976443.51,64218.87,,,
0.208483333,5.07E-02,-1982783.85,-32872.3799,-31552.5064,50.74,1982783.85,64424.89,,,
0.20915,5.09E-02,-1989124.19,-32977.4641,-31653.4334,50.92,1989124.19,64630.90,,,
0.209816667,5.11E-02,-1995464.53,-33082.5483,-31754.3605,51.09,1995464.53,64836.91,,,
0.210483333,5.13E-02,-2001804.88,-33187.6324,-31855.2877,51.27,2001804.88,65042.92,,,
0.21115,5.14E-02,-2008145.22,-33292.7165,-31956.2149,51.44,2008145.22,65248.93,,,
0.211816667,5.16E-02,-2014485.56,-33397.8005,-32057.1422,51.62,2014485.56,65454.94,,,
0.212483333,5.18E-02,-2020825.91,-33502.8844,-32158.0696,51.79,2020825.91,65660.95,,,
0.21315,5.20E-02,-2027166.25,-33607.9683,-32258.997,51.97,2027166.25,65866.97,,,
0.213816667,5.21E-02,-2033506.59,-33713.0522,-32359.9244,52.15,2033506.59,66072.98,,,
0.214483333,5.23E-02,-2039846.94,-33818.136,-32460.8519,52.32,2039846.94,66278.99,,,
0.21515,5.25E-02,-2046187.28,-33923.2197,-32561.7795,52.50,2046187.28,66485.00,,,
0.215816667,5.27E-02,-2052527.62,-34028.3034,-32662.7071,52.67,2052527.62,66691.01,,,
0.216483333,5.29E-02,-2058867.96,-34133.3871,-32763.6347,52.85,2058867.96,66897.02,,,
0.21715,5.30E-02,-2065208.31,-34238.4706,-32864.5625,53.03,2065208.31,67103.03,,,
0.217816667,5.32E-02,-2071548.65,-34343.5542,-32965.4902,53.20,2071548.65,67309.04,,,
0.218483333,5.34E-02,-2077888.99,-34448.6376,-33066.4181,53.38,2077888.99,67515.06,,,
0.21915,5.36E-02,-2084229.34,-34553.7211,-33167.3459,53.56,2084229.34,67721.07,,,
0.219816667,5.37E-02,-2090569.68,-34658.8044,-33268.2739,53.73,2090569.68,67927.08,,,
0.220483333,5.39E-02,-2096910.02,-34763.8878,-33369.2018,53.91,2096910.02,68133.09,,,
0.22115,5.41E-02,-2103250.37,-34868.971,-33470.1299,54.09,2103250.37,68339.10,,,
0.221816667,5.43E-02,-2109590.71,-34974.0542,-33571.0579,54.27,2109590.71,68545.11,,,
0.222483333,5.44E-02,-2115931.05,-35079.1374,-33671.9861,54.44,2115931.05,68751.12,,,
0.22315,5.46E-02,-2122271.39,-35184.2205,-33772.9143,54.62,2122271.39,68957.13,,,
0.223816667,5.48E-02,-2128611.74,-35289.3036,-33873.8425,54.80,2128611.74,69163.15,,,
0.224483333,5.50E-02,-2134952.08,-35394.3866,-33974.7708,54.98,2134952.08,69369.16,,,
0.22515,5.52E-02,-2141292.42,-35499.4696,-34075.6991,55.15,2141292.42,69575.17,,,
0.225816667,5.53E-02,-2147632.77,-35604.5525,-34176.6275,55.33,2147632.77,69781.18,,,
0.226483333,5.55E-02,-2153973.11,-35709.6353,-34277.556,55.51,2153973.11,69987.19,,,
0.22715,5.57E-02,-2160313.45,-35814.7181,-34378.4844,55.69,2160313.45,70193.20,,,
0.227816667,5.59E-02,-2166653.79,-35919.8009,-34479.413,55.86,2166653.79,70399.21,,,
0.228483333,5.60E-02,-2172994.14,-36024.8836,-34580.3416,56.04,2172994.14,70605.23,,,
0.22915,5.62E-02,-2179334.48,-36129.9663,-34681.2702,56.22,2179334.48,70811.24,,,
0.229816667,5.64E-02,-2185674.82,-36235.0489,-34782.1989,56.40,2185674.82,71017.25,,,
0.230483333,5.66E-02,-2192015.17,-36340.1315,-34883.1276,56.58,2192015.17,71223.26,,,
0.23115,5.68E-02,-2198355.51,-36445.214,-34984.0564,56.76,2198355.51,71429.27,,,
0.231816667,5.69E-02,-2204695.85,-36550.2964,-35084.9852,56.93,2204695.85,71635.28,,,
0.232483333,5.71E-02,-2211036.2,-36655.3789,-35185.9141,57.11,2211036.20,71841.29,,,
0.23315,5.73E-02,-2217376.54,-36760.4612,-35286.843,57.29,2217376.54,72047.30,,,
0.233816667,5.75E-02,-2223716.88,-36865.5435,-35387.772,57.47,2223716.88,72253.32,,,
0.234483333,5.76E-02,-2230057.22,-36970.6258,-35488.701,57.65,2230057.22,72459.33,,,
0.23515,5.78E-02,-2236397.57,-37075.708,-35589.6301,57.83,2236397.57,72665.34,,,
0.235816667,5.80E-02,-2242737.91,-37180.7902,-35690.5592,58.01,2242737.91,72871.35,,,
0.236483333,5.82E-02,-2249078.25,-37285.8723,-35791.4884,58.19,2249078.25,73077.36,,,
0.23715,5.84E-02,-2255418.6,-37390.9544,-35892.4176,58.37,2255418.60,73283.37,,,
0.237816667,5.85E-02,-2261758.94,-37496.0365,-35993.3469,58.55,2261758.94,73489.38,,,
0.238483333,5.87E-02,-2268099.28,-37601.1185,-36094.2762,58.72,2268099.28,73695.39,,,
0.23915,5.89E-02,-2274439.62,-37706.2004,-36195.2055,58.90,2274439.62,73901.41,,,
0.239816667,5.91E-02,-2280779.97,-37811.2823,-36296.1349,59.08,2280779.97,74107.42,,,
0.240483333,5.93E-02,-2287120.31,-37916.3641,-36397.0644,59.26,2287120.31,74313.43,,,
0.24115,5.94E-02,-2293460.65,-38021.4459,-36497.9939,59.44,2293460.65,74519.44,,,
0.241816667,5.96E-02,-2299801,-38126.5277,-36598.9234,59.62,2299801.00,74725.45,,,
0.242483333,5.98E-02,-2306141.34,-38231.6094,-36699.853,59.80,2306141.34,74931.46,,,
0.24315,6.00E-02,-2312481.68,-38336.6911,-36800.7826,59.98,2312481.68,75137.47,,,
0.243816667,6.02E-02,-2318822.03,-38441.7727,-36901.7123,60.16,2318822.03,75343.49,,,
0.244483333,6.03E-02,-2325162.37,-38546.8543,-37002.642,60.34,2325162.37,75549.50,,,
0.24515,6.05E-02,-2331502.71,-38651.9358,-37103.5718,60.52,2331502.71,75755.51,,,
0.245816667,6.07E-02,-2337843.05,-38757.0173,-37204.5016,60.70,2337843.05,75961.52,,,
0.246483333,6.09E-02,-2344183.4,-38862.0987,-37305.4315,60.89,2344183.40,76167.53,,,
0.24715,6.11E-02,-2350523.74,-38967.1801,-37406.3614,61.07,2350523.74,76373.54,,,
0.247816667,6.12E-02,-2356864.08,-39072.2615,-37507.2913,61.25,2356864.08,76579.55,,,
0.248483333,6.14E-02,-2363204.43,-39177.3428,-37608.2213,61.43,2363204.43,76785.56,,,
0.24915,6.16E-02,-2369544.77,-39282.424,-37709.1514,61.61,2369544.77,76991.58,,,
0.249816667,6.18E-02,-2375885.11,-39387.5052,-37810.0814,61.79,2375885.11,77197.59,,,
0.250483333,6.20E-02,-2382225.45,-39492.5864,-37911.0116,61.97,2382225.45,77403.60,,,
0.25115,6.22E-02,-2388565.8,-39597.6676,-38011.9417,62.15,2388565.80,77609.61,,,
0.251816667,6.23E-02,-2394906.14,-39702.7486,-38112.8719,62.33,2394906.14,77815.62,,,
0.252483333,6.25E-02,-2401246.48,-39807.8297,-38213.8022,62.52,2401246.48,78021.63,,,
0.25315,6.27E-02,-2407586.83,-39912.9107,-38314.7325,62.70,2407586.83,78227.64,,,
0.253816667,6.29E-02,-2413927.17,-40017.9916,-38415.6628,62.88,2413927.17,78433.65,,,
0.254483333,6.31E-02,-2420267.51,-40123.0725,-38516.5932,63.06,2420267.51,78639.67,,,
0.25515,6.32E-02,-2426607.85,-40228.1534,-38617.5236,63.24,2426607.85,78845.68,,,
0.255816667,6.34E-02,-2432948.2,-40333.2342,-38718.4541,63.42,2432948.20,79051.69,,,
0.256483333,6.36E-02,-2439288.54,-40438.315,-38819.3846,63.61,2439288.54,79257.70,,,
0.25715,6.38E-02,-2445628.88,-40543.3958,-38920.3152,63.79,2445628.88,79463.71,,,
0.257816667,6.40E-02,-2451969.23,-40648.4765,-39021.2458,63.97,2451969.23,79669.72,,,
0.258483333,6.42E-02,-2458309.57,-40753.5571,-39122.1764,64.15,2458309.57,79875.73,,,
0.25915,6.43E-02,-2464649.91,-40858.6377,-39223.1071,64.33,2464649.91,80081.74,,,
0.259816667,6.45E-02,-2470990.25,-40963.7183,-39324.0378,64.52,2470990.25,80287.76,,,
0.260483333,6.47E-02,-2477330.6,-41068.7988,-39424.9686,64.70,2477330.60,80493.77,,,
0.26115,6.49E-02,-2483670.94,-41173.8793,-39525.8994,64.88,2483670.94,80699.78,,,
0.261816667,6.51E-02,-2490011.28,-41278.9598,-39626.8302,65.07,2490011.28,80905.79,,,
0.262483333,6.52E-02,-2496351.63,-41384.0402,-39727.7611,65.25,2496351.63,81111.80,,,
0.26315,6.54E-02,-2502691.97,-41489.1205,-39828.6921,65.43,2502691.97,81317.81,,,
0.263816667,6.56E-02,-2509032.31,-41594.2009,-39929.623,65.61,2509032.31,81523.82,,,
0.264483333,6.58E-02,-2515372.65,-41699.2812,-40030.554,65.80,2515372.65,81729.84,,,
0.26515,6.60E-02,-2521713,-41804.3614,-40131.4851,65.98,2521713.00,81935.85,,,
0.265816667,6.62E-02,-2528053.34,-41909.4416,-40232.4162,66.16,2528053.34,82141.86,,,
0.266483333,6.63E-02,-2534393.68,-42014.5218,-40333.3473,66.35,2534393.68,82347.87,,,
0.26715,6.65E-02,-2540734.03,-42119.6019,-40434.2785,66.53,2540734.03,82553.88,,,
0.267816667,6.67E-02,-2547074.37,-42224.682,-40535.2097,66.71,2547074.37,82759.89,,,
0.268483333,6.69E-02,-2553414.71,-42329.762,-40636.141,66.90,2553414.71,82965.90,,,
0.26915,6.71E-02,-2559755.05,-42434.842,-40737.0723,67.08,2559755.05,83171.91,,,
0.269816667,6.73E-02,-2566095.4,-42539.922,-40838.0036,67.27,2566095.40,83377.93,,,
0.270483333,6.74E-02,-2572435.74,-42645.0019,-40938.935,67.45,2572435.74,83583.94,,,
0.27115,6.76E-02,-2578776.08,-42750.0818,-41039.8664,67.63,2578776.08,83789.95,,,
0.271816667,6.78E-02,-2585116.43,-42855.1616,-41140.7978,67.82,2585116.43,83995.96,,,
0.272483333,6.80E-02,-2591456.77,-42960.2414,-41241.7293,68.00,2591456.77,84201.97,,,
0.27315,6.82E-02,-2597797.11,-43065.3212,-41342.6608,68.19,2597797.11,84407.98,,,
0.273816667,6.84E-02,-2604137.45,-43170.4009,-41443.5924,68.37,2604137.45,84613.99,,,
0.274483333,6.86E-02,-2610477.8,-43275.4806,-41544.524,68.56,2610477.80,84820.00,,,
0.27515,6.87E-02,-2616818.14,-43380.5602,-41645.4557,68.74,2616818.14,85026.02,,,
0.275816667,6.89E-02,-2623158.48,-43485.6398,-41746.3874,68.93,2623158.48,85232.03,,,
0.276483333,6.91E-02,-2629498.83,-43590.7194,-41847.3191,69.11,2629498.83,85438.04,,,
0.27715,6.93E-02,-2635839.17,-43695.7989,-41948.2508,69.30,2635839.17,85644.05,,,
0.277816667,6.95E-02,-2642179.51,-43800.8784,-42049.1827,69.48,2642179.51,85850.06,,,
0.278483333,6.97E-02,-2648519.85,-43905.9579,-42150.1145,69.67,2648519.85,86056.07,,,
0.27915,6.99E-02,-2654860.2,-44011.0373,-42251.0464,69.85,2654860.20,86262.08,,,
0.279816667,7.00E-02,-2661200.54,-44116.1167,-42351.9783,70.04,2661200.54,86468.10,,,
0.280483333,7.02E-02,-2667540.88,-44221.196,-42452.9102,70.22,2667540.88,86674.11,,,
0.28115,7.04E-02,-2673881.22,-44326.2753,-42553.8422,70.41,2673881.22,86880.12,,,
0.281816667,7.06E-02,-2680221.57,-44431.3546,-42654.7743,70.59,2680221.57,87086.13,,,
0.282483333,7.08E-02,-2686561.91,-44536.4338,-42755.7063,70.78,2686561.91,87292.14,,,
0.28315,7.10E-02,-2692902.25,-44641.513,-42856.6384,70.97,2692902.25,87498.15,,,
0.283816667,7.12E-02,-2699242.6,-44746.5921,-42957.5706,71.15,2699242.60,87704.16,,,
0.284483333,7.13E-02,-2705582.94,-44851.6713,-43058.5028,71.34,2705582.94,87910.17,,,
0.28515,7.15E-02,-2711923.28,-44956.7503,-43159.435,71.52,2711923.28,88116.19,,,
0.285816667,7.17E-02,-2718263.62,-45061.8294,-43260.3672,71.71,2718263.62,88322.20,,,
0.286483333,7.19E-02,-2724603.97,-45166.9084,-43361.2995,71.90,2724603.97,88528.21,,,
0.28715,7.21E-02,-2730944.31,-45271.9873,-43462.2318,72.08,2730944.31,88734.22,,,
0.287816667,7.23E-02,-2737284.65,-45377.0663,-43563.1642,72.27,2737284.65,88940.23,,,
0.288483333,7.25E-02,-2743625,-45482.1452,-43664.0966,72.46,2743625.00,89146.24,,,
0.28915,7.26E-02,-2749965.34,-45587.224,-43765.029,72.64,2749965.34,89352.25,,,
0.289816667,7.28E-02,-2756305.68,-45692.3029,-43865.9615,72.83,2756305.68,89558.26,,,
0.290483333,7.30E-02,-2762646.02,-45797.3816,-43966.894,73.02,2762646.02,89764.28,,,
0.29115,7.32E-02,-2768986.37,-45902.4604,-44067.8266,73.20,2768986.37,89970.29,,,
0.291816667,7.34E-02,-2775326.71,-46007.5391,-44168.7591,73.39,2775326.71,90176.30,,,
0.292483333,7.36E-02,-2781667.05,-46112.6178,-44269.6917,73.58,2781667.05,90382.31,,,
0.29315,7.38E-02,-2788007.39,-46217.6964,-44370.6244,73.77,2788007.39,90588.32,,,
0.293816667,7.40E-02,-2794347.74,-46322.775,-44471.5571,73.95,2794347.74,90794.33,,,
0.294483333,7.41E-02,-2800688.08,-46427.8536,-44572.4898,74.14,2800688.08,91000.34,,,
0.29515,7.43E-02,-2807028.42,-46532.9321,-44673.4226,74.33,2807028.42,91206.35,,,
0.295816667,7.45E-02,-2813368.77,-46638.0106,-44774.3554,74.52,2813368.77,91412.37,,,
0.296483333,7.47E-02,-2819709.11,-46743.0891,-44875.2882,74.70,2819709.11,91618.38,,,
0.29715,7.49E-02,-2826049.45,-46848.1675,-44976.2211,74.89,2826049.45,91824.39,,,
0.297816667,7.51E-02,-2832389.79,-46953.2459,-45077.1539,75.08,2832389.79,92030.40,,,
0.298483333,7.53E-02,-2838730.14,-47058.3243,-45178.0869,75.27,2838730.14,92236.41,,,
0.29915,7.55E-02,-2845070.48,-47163.4026,-45279.0198,75.46,2845070.48,92442.42,,,
0.299816667,7.56E-02,-2851410.82,-47268.4809,-45379.9529,75.65,2851410.82,92648.43,,,
0.300483333,7.58E-02,-2857751.16,-47373.5591,-45480.8859,75.83,2857751.16,92854.45,,,
0.30115,7.60E-02,-2864091.51,-47478.6374,-45581.819,76.02,2864091.51,93060.46,,,
0.301816667,7.62E-02,-2870431.85,-47583.7155,-45682.7521,76.21,2870431.85,93266.47,,,
0.302483333,7.64E-02,-2876772.19,-47688.7937,-45783.6852,76.40,2876772.19,93472.48,,,
0.30315,7.66E-02,-2883112.54,-47793.8718,-45884.6184,76.59,2883112.54,93678.49,,,
0.303816667,7.68E-02,-2889452.88,-47898.9499,-45985.5516,76.78,2889452.88,93884.50,,,
0.304483333,7.70E-02,-2895793.22,-48004.0279,-46086.4848,76.97,2895793.22,94090.51,,,
0.30515,7.72E-02,-2902133.56,-48109.106,-46187.4181,77.16,2902133.56,94296.52,,,
0.305816667,7.73E-02,-2908473.91,-48214.1839,-46288.3514,77.35,2908473.91,94502.54,,,
0.306483333,7.75E-02,-2914814.25,-48319.2619,-46389.2848,77.54,2914814.25,94708.55,,,
0.30715,7.77E-02,-2921154.59,-48424.3398,-46490.2181,77.72,2921154.59,94914.56,,,
0.307816667,7.79E-02,-2927494.93,-48529.4177,-46591.1516,77.91,2927494.93,95120.57,,,
0.308483333,7.81E-02,-2933835.28,-48634.4955,-46692.085,78.10,2933835.28,95326.58,,,
0.30915,7.83E-02,-2940175.62,-48739.5733,-46793.0185,78.29,2940175.62,95532.59,,,
0.309816667,7.85E-02,-2946515.96,-48844.6511,-46893.952,78.48,2946515.96,95738.60,,,
0.310483333,7.87E-02,-2952856.31,-48949.7289,-46994.8855,78.67,2952856.31,95944.61,,,
0.31115,7.89E-02,-2959196.65,-49054.8066,-47095.8191,78.86,2959196.65,96150.63,,,
0.311816667,7.91E-02,-2965536.99,-49159.8842,-47196.7527,79.05,2965536.99,96356.64,,,
0.312483333,7.92E-02,-2971877.33,-49264.9619,-47297.6864,79.24,2971877.33,96562.65,,,
0.31315,7.94E-02,-2978217.68,-49370.0395,-47398.62,79.44,2978217.68,96768.66,,,
0.313816667,7.96E-02,-2984558.02,-49475.1171,-47499.5537,79.63,2984558.02,96974.67,,,
0.314483333,7.98E-02,-2990898.36,-49580.1946,-47600.4875,79.82,2990898.36,97180.68,,,
0.31515,8.00E-02,-2997238.7,-49685.2722,-47701.4213,80.01,2997238.70,97386.69,,,
0.315816667,8.02E-02,-3003579.05,-49790.3496,-47802.3551,80.20,3003579.05,97592.70,,,
0.316483333,8.04E-02,-3009919.39,-49895.4271,-47903.2889,80.39,3009919.39,97798.72,,,
0.31715,8.06E-02,-3016259.73,-50000.5045,-48004.2228,80.58,3016259.73,98004.73,,,
0.317816667,8.08E-02,-3022600.07,-50105.5819,-48105.1567,80.77,3022600.07,98210.74,,,
0.318483333,8.10E-02,-3028940.42,-50210.6593,-48206.0906,80.96,3028940.42,98416.75,,,
0.31915,8.12E-02,-3035280.76,-50315.7366,-48307.0246,81.15,3035280.76,98622.76,,,
0.319816667,8.13E-02,-3041621.1,-50420.8139,-48407.9586,81.35,3041621.10,98828.77,,,
0.320483333,8.15E-02,-3047961.44,-50525.8911,-48508.8926,81.54,3047961.44,99034.78,,,
0.32115,8.17E-02,-3054301.79,-50630.9684,-48609.8267,81.73,3054301.79,99240.80,,,
0.321816667,8.19E-02,-3060642.13,-50736.0455,-48710.7608,81.92,3060642.13,99446.81,,,
0.322483333,8.21E-02,-3066982.47,-50841.1227,-48811.6949,82.11,3066982.47,99652.82,,,
0.32315,8.23E-02,-3073322.82,-50946.1998,-48912.629,82.30,3073322.82,99858.83,,,
0.323816667,8.25E-02,-3079663.16,-51051.2769,-49013.5632,82.50,3079663.16,100064.84,,,
0.324483333,8.27E-02,-3086003.5,-51156.354,-49114.4974,82.69,3086003.50,100270.85,,,
0.32515,8.29E-02,-3092343.84,-51261.4311,-49215.4317,82.88,3092343.84,100476.86,,,
0.325816667,8.31E-02,-3098684.19,-51366.5081,-49316.366,83.07,3098684.19,100682.87,,,
0.326483333,8.33E-02,-3105024.53,-51471.585,-49417.3003,83.27,3105024.53,100888.89,,,
0.32715,8.35E-02,-3111364.87,-51576.662,-49518.2346,83.46,3111364.87,101094.90,,,
0.327816667,8.37E-02,-3117705.21,-51681.7389,-49619.169,83.65,3117705.21,101300.91,,,
0.328483333,8.38E-02,-3124045.56,-51786.8158,-49720.1034,83.84,3124045.56,101506.92,,,
0.32915,8.40E-02,-3130385.9,-51891.8926,-49821.0379,84.04,3130385.90,101712.93,,,
0.329816667,8.42E-02,-3136726.24,-51996.9694,-49921.9723,84.23,3136726.24,101918.94,,,
0.330483333,8.44E-02,-3143066.58,-52102.0462,-50022.9068,84.42,3143066.58,102124.95,,,
0.33115,8.46E-02,-3149406.93,-52207.123,-50123.8413,84.62,3149406.93,102330.96,,,
0.331816667,8.48E-02,-3155747.27,-52312.1997,-50224.7759,84.81,3155747.27,102536.98,,,
0.332483333,8.50E-02,-3162087.61,-52417.2764,-50325.7105,85.00,3162087.61,102742.99,,,
0.33315,8.52E-02,-3168427.95,-52522.3531,-50426.6451,85.20,3168427.95,102949.00,,,
0.333816667,8.54E-02,-3174768.3,-52627.4297,-50527.5798,85.39,3174768.30,103155.01,,,
0.334483333,8.56E-02,-3181108.64,-52732.5063,-50628.5144,85.59,3181108.64,103361.02,,,
0.33515,8.58E-02,-3187448.98,-52837.5829,-50729.4491,85.78,3187448.98,103567.03,,,
0.335816667,8.60E-02,-3193789.32,-52942.6595,-50830.3839,85.97,3193789.32,103773.04,,,
0.336483333,8.62E-02,-3200129.67,-53047.736,-50931.3187,86.17,3200129.67,103979.05,,,
0.33715,8.64E-02,-3206470.01,-53152.8125,-51032.2535,86.36,3206470.01,104185.07,,,
0.337816667,8.66E-02,-3212810.35,-53257.8889,-51133.1883,86.56,3212810.35,104391.08,,,
0.338483333,8.68E-02,-3219150.7,-53362.9654,-51234.1231,86.75,3219150.70,104597.09,,,
0.33915,8.69E-02,-3225491.04,-53468.0418,-51335.058,86.95,3225491.04,104803.10,,,
0.339816667,8.71E-02,-3231831.38,-53573.1181,-51435.9929,87.14,3231831.38,105009.11,,,
0.340483333,8.73E-02,-3238171.72,-53678.1945,-51536.9279,87.33,3238171.72,105215.12,,,
0.34115,8.75E-02,-3244512.07,-53783.2708,-51637.8629,87.53,3244512.07,105421.13,,,
0.341816667,8.77E-02,-3250852.41,-53888.3471,-51738.7979,87.72,3250852.41,105627.15,,,
0.342483333,8.79E-02,-3257192.75,-53993.4233,-51839.7329,87.92,3257192.75,105833.16,,,
0.34315,8.81E-02,-3263533.09,-54098.4996,-51940.668,88.11,3263533.09,106039.17,,,
0.343816667,8.83E-02,-3269873.44,-54203.5757,-52041.6031,88.31,3269873.44,106245.18,,,
0.344483333,8.85E-02,-3276213.78,-54308.6519,-52142.5382,88.51,3276213.78,106451.19,,,
0.34515,8.87E-02,-3282554.12,-54413.7281,-52243.4733,88.70,3282554.12,106657.20,,,
0.345816667,8.89E-02,-3288894.46,-54518.8042,-52344.4085,88.90,3288894.46,106863.21,,,
0.346483333,8.91E-02,-3295234.81,-54623.8802,-52445.3437,89.09,3295234.81,107069.22,,,
0.34715,8.93E-02,-3301575.15,-54728.9563,-52546.2789,89.29,3301575.15,107275.24,,,
0.347816667,8.95E-02,-3307915.49,-54834.0323,-52647.2142,89.48,3307915.49,107481.25,,,
0.348483333,8.97E-02,-3314255.83,-54939.1083,-52748.1495,89.68,3314255.83,107687.26,,,
0.34915,8.99E-02,-3320596.18,-55044.1843,-52849.0848,89.88,3320596.18,107893.27,,,
0.349816667,9.01E-02,-3326936.52,-55149.2602,-52950.0202,90.07,3326936.52,108099.28,,,
0.350483333,9.03E-02,-3333276.86,-55254.3361,-53050.9556,90.27,3333276.86,108305.29,,,
0.35115,9.05E-02,-3339617.2,-55359.412,-53151.891,90.47,3339617.20,108511.30,,,
0.351816667,9.07E-02,-3345957.55,-55464.4878,-53252.8264,90.66,3345957.55,108717.31,,,
0.352483333,9.09E-02,-3352297.89,-55569.5637,-53353.7619,90.86,3352297.89,108923.33,,,
0.35315,9.11E-02,-3358638.23,-55674.6395,-53454.6973,91.06,3358638.23,109129.34,,,
0.353816667,9.13E-02,-3364978.57,-55779.7152,-53555.6329,91.25,3364978.57,109335.35,,,
0.354483333,9.15E-02,-3371318.92,-55884.791,-53656.5684,91.45,3371318.92,109541.36,,,
0.35515,9.16E-02,-3377659.26,-55989.8667,-53757.504,91.65,3377659.26,109747.37,,,
0.355816667,9.18E-02,-3383999.6,-56094.9424,-53858.4396,91.85,3383999.60,109953.38,,,
0.356483333,9.20E-02,-3390339.94,-56200.018,-53959.3752,92.04,3390339.94,110159.39,,,
0.35715,9.22E-02,-3396680.29,-56305.0936,-54060.3109,92.24,3396680.29,110365.40,,,
0.357816667,9.24E-02,-3403020.63,-56410.1692,-54161.2466,92.44,3403020.63,110571.42,,,
0.358483333,9.26E-02,-3409360.97,-56515.2448,-54262.1823,92.64,3409360.97,110777.43,,,
0.35915,9.28E-02,-3415701.31,-56620.3204,-54363.118,92.83,3415701.31,110983.44,,,
0.359816667,9.30E-02,-3422041.66,-56725.3959,-54464.0538,93.03,3422041.66,111189.45,,,
0.360483333,9.32E-02,-3428382,-56830.4714,-54564.9896,93.23,3428382.00,111395.46,,,
0.36115,9.34E-02,-3434722.34,-56935.5468,-54665.9254,93.43,3434722.34,111601.47,,,
